"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"870","OR-002","","Catching Dam","","1994",43.75717,-122.499,"Westfir","North Fork Middle Fork Willamette River","Middle Fork Willamette","OR","28","225","","","","","","","","11/10/2017","",""
"871","OR-003","","Marie Dorian Dam","","1997",45.90616,-118.366,"Milton-Freewater","Walla Walla River","Walla Walla","OR","8","100","","","","","","","","11/10/2017","",""
"872","OR-004","","Jackson Street Dam","  ","1998",42.33172,-122.872,"Medford ","Bear Creek","Middle Rogue","OR","11","120","","","","","","","","11/10/2017","",""
"873","OR-005","","Alphonso Dam","","1999",42.59494,-122.975,"Rogue River","Evans Creek","Middle Rogue","OR","10","56","1890","","","","","","","11/10/2017","",""
"874","OR-006","","Unnamed Dam","","1999",NA,NA,"","Poorman Creek","Crosswicks-Neshaminy","OR","","","","","","","","","","11/10/2017","",""
"875","OR-007","","Lithia Park Dam 1","","2000",42.1977,-122.716,"Ashland","Ashland Creek","Middle Rogue","OR","","","","","","","","","","11/10/2017","",""
"876","OR-008","","Lithia Park Dam 2","","2000",42.19758,-122.716,"Ashland","Ashland Creek","Middle Rogue","OR","","","","","","","","","","11/10/2017","",""
"877","OR-009","","Lithia Park Dam 3","","2000",42.19609,-122.716,"Ashland","Ashland Creek","Middle Rogue","OR","","","","","","","","","","11/10/2017","",""
"878","OR-010","","Krouse-Haggar Push-up Dam","","2002",42.27621,-123.212,"Grants Pass","Applegate River","Applegate","OR","","","","","","","","","","11/10/2017","",""
"879","OR-011","","Byrne Diversion Dam","","2002",42.11655,-123.052,"Jacksonville","Beaver Creek","Applegate","OR","3","","","","","","","","","11/10/2017","",""
"880","OR-012","","Maple Gulch Diversion Dam","","2002",42.5787,-123.0377,"Rogue River","Evans Creek","Middle Rogue","OR","","","","","","","","","","11/10/2017","",""
"881","OR-013","","Rock Creek Dam","","2002",44.904014,-118.068178,"Haines","Tributary to the Powder River","Powder","OR","13","","","","","","","","","11/10/2017","",""
"882","OR-014","","Dinner Creek Dam","","2003",NA,NA,"","Dinner Creek","","OR","10","35","","","","","","","","11/10/2017","",""
"883","OR-015","","Buck & Jones Diversion Dam","","2003",42.17507,-123.003,"Jacksonville","Little Applegate River","Applegate","OR","5","100","","","","","","","","11/10/2017","",""
"884","OR-016","","Unnamed Dam","","2003",NA,NA,"","Wagner Creek","Crosswicks-Neshaminy","OR","4","","","","","","","","","11/10/2017","",""
"885","OR-017","","Brownsville Dam","","2007",44.38784,-122.933,"Brownsville","Calapooia River","Upper Willamette","OR","5","","1858","Divert water for a millrace","","","","","40","11/10/2017","",""
"886","OR-018","","Marmot Dam","In recent years it became clear that addressing the harm the dams caused to salmon and bringing the project up to date with modern environmental protections would be very costly. In 2002, PGE signed an agreement with 22 organizations to decommission the project.  The removal of the Little Sandy Dam, the second dam in the settlement the project will open more than 100 miles of high quality habitat for threatened salmon and steelhead and increase recreational opportunities for boaters.  

","2007",45.39956,-122.133,"Sandy","Sandy River","Lower Columbia-Sandy","OR","47","","1912","Pacific Gas and Electric Co.","Originally part of the Bull Run hydropower project.","","","","","11/10/2017","",""
"887","OR-019","","South Fork Klaskanine Dam","","2007",46.05169,-123.726,"Astoria","South Fork Klaskanine River","Lower Columbia","OR","12","","1980","","Divert water to a commercial hatchery","","","","2.25","11/10/2017","",""
"888","OR-020","OR82202","Elk Creek Dam","The Elk Creek Dam was originally constructed for flood control, but was never completed.  A trap and haul program was used to move fish upstream of the dam for several years but it caused harm to the fish and was more expensive than dam removal.  The stream is now free flowing.","2008",42.67935,-122.737,"Jackson County","Elk Creek","Upper Rogue","OR","","","","Army Corps of Engineers","Flood control","Concrete","","","","11/10/2017","",""
"889","OR-021","","Gold Hill Dam","","2008",42.4591,-123.021,"Gold Hill  River Mile 121","Rogue River","Middle Rogue","OR","9","","1931","Originally Ideal Cement Company; owned by City of Gold Hill at time of removal","Diversion Dam","Concrete","","","","11/10/2017","",""
"890","OR-022","OR03753","Chiloquin Dam","A diverse group of partners, which included irrigators and the Klamath Tribes, came together to remove this dam and restore 80 miles of habitat for two species of endangered suckers.","2008",42.56261,-121.862,"Chiloquin","Sprague River","Sprague","OR","","","","","","","","","80","11/10/2017","",""
"891","OR-023","","Savage Rapids Dam","","2009",42.42057,-123.23,"Grants Pass, OR","Rogue River","Middle Rogue","OR","39","500","1921","Grants Pass Irrigation District"," Water Supply ","","","","","11/10/2017","",""
"892","OR-024","OR00595","Gold Ray Dam","In addition to the 38-foot tall concrete structure built in 1941, the original 1904 timber crib structure also needed to be removed. The dam was initially used for hydroelectricity; however, in 1972, when Jackson County took ownership, the hydro facilities were taken offline. The removal has improved access to 333 miles of high quality spawning habitat, including 1.5 miles of habitat previously inundated by the dam's reservoir. ","2010",42.4369,-122.984,"Rivermile 125.6 on the Rogue River, near Central Point, Jackson County, OR.","Rogue River","Middle Rogue","OR","33 ft (wood crib dam) and 38 ft (concrete dam)","360 ft (concrete dam)","1904 (Wood crib dam) and 1941 (concrete dam)","Jackson County","Hydropower until 1972","Concrete","","","Access to 333 miles of high quality spawning habitat; reclaims 1.5 miles of spawning habitat previously inundated by the dam's reservoir","11/10/2017","",""
"893","OR-025","","Powerdale Dam","During the relicensing process, PacifiCorp found removing the dam was the least costly alternative for the project. The removal improved many miles of fish passage, and 465 acres associated with the project have been transferred to the Columbia Land Trust to protect the natural character of the Hood River Basin. The community will benefit from improved water quality, and salmon and steelhead runs will allow for increased recreational opportunities. ","2010",45.66498,-121.524,"Near Hood River, OR","Hood River","Middle Columbia-Hood","OR","10","206","1923","PacifiCorp ","Hydropower ","Concrete","","","3","11/10/2017","",""
"894","OR-026","","Sodom Dam","","2011",44.40967,-123.045,"Shedd, Oregon","Calapooia River","Upper Willamette","OR","11","85","1858","Oregon Parks and Recreation Department","Water for historic Thompson Mill","Originally: pushup/timber; later: concrete","","","70 (includes future removal of Shearer Dam)","11/10/2017","",""
"895","","","","","",NA,NA,"","","","","","","","","","","","","","","",""
"896","OR-028","","Farmers Ditch Irrigation Dam","","2012",42.18402,-123.018,"Medford, Jackson County","Little Applegate River","Applegate","OR ","9 (including foundation)","70","1920s","","Irrigation diversion","Concrete","","","20","11/10/2017","",""
"897","OR-029","","South Fork Necanicum Diversion Dam","","2012",45.5336,-123.5,"Seaside, Clatsop County","South Fork Necanicum","Wilson-Trusk-Nestuccu","OR","8","50","1920s","City of Seaside","Domestic Drinking Water","Channel Spanning/Concrete","","","3.4","11/10/2017","",""
"898","OR-030","","Valsetz Dam ","Removed in September of 2012 to improve for fish passage and stream function, the restoration project opened up roughly 17 miles of river habitat and improved access to historic spawning grounds that will likely lead to increased numbers of native fish. ","2012",44.8511,-123.668,"Valsetz-Fall City, Polk County","South Fork Siletz River","Siletz-Yaquina","OR","10","50","1916","Valsetz Lake Log Pond","","Wood Crib","","","17","11/10/2017","",""
"899","OR-031","","Sisters Dam Removal","","2012",44.2857,-121.548,"Sisters, Jefferson County","Wychus Creek","Upper Deschutes","OR","","","","Irrigation District","Irrigation Dam","Wood & Stanchions","","","19","11/10/2017","",""
"900","OR-032","","Confluence Dam Removal","","2012",NA,NA,"Prineville, Crook Co.","Allen Creek","","OR","3","20","","Cheryl Parga","Irrigation Diversion","Concrete","","","~10","11/10/2017","",""
"901","OR-033","","Ward Dam Removal","Removed in 2012, the Ward Dam was taken down to improve fish passage and restore approximately 13 miles of river habitat. In addition to fish passage, the restoration also improved stream function. ","2012",NA,NA,"Prineville, Crook Co.","Mckay Creek","","OR","3 (Upstream water surface to downstream water surface differential)","20","","Cheryl Parga","Irrigation Diversion","Concrete","","","13","11/10/2017","",""
"902","OR-034","","Taylor Dam ","","2012",45.65192,-118.879,"Pendleton/Reith, Umatilla County","Birch Creek","Umatilla","OR","8","50","","Greg Taylor","Irrigation Diversion","concrete","","","50","11/10/2017","",""
"903","OR-035","","Low Dam Removal","","2012",45.2581,-118.534,"Pilot Rock, Umatilla County","Birch Creek","Upper Grande Ronde","OR","3","25","","Wayne Low","Irrigation Diversion","Concrete","","","30","11/10/2017","",""
"904","OR-036","","Shear Dam","The removal of the Brownsville Dam in 2007 kicked off this effort and will be followed by the removal of the Sodom Dam sometime in 2010/2011. Oregon Parks and Recreation Dept purchased the Thompson's Mills in 2004. The sale included a permanent easement for operating and managing the three dams associated with diverting water to the Mills: Sodom Dam, Shear Dam and Spillway Dam (Spillway Dam is not a fish passage barrier). OPRD intends to go off-line with their demonstration milling water needs and develop a plan for some other mechanism rather than depend on surface water from the diverted Calapooia River flows. This decision by OPRD means that the diversion dams are no longer necessary and these barriers to passage for two ESA threatened species, winter steelhead and spring Chinook, can be addressed. The removal of Shear Dam will also affect the greater Calapooia River's connectivity with its floodplain. It has created a several-mile long backwater in the Calapooia River that has caused sediment to deposit and raise the channel's bed. The Calapooia channel is currently perched at an elevation several feet above the surrounding floodplain, exacerbating local flooding when the river comes out of bank. Every one-year rain event comes out of the Calapooia River banks within the Calapooia/Sodom complex due to the loss of channel capacity. This project is anticipated to alter channel conditions, thus leading to a reduction in flooding from small, frequent storm events.  ","2011",44.40985,-123.045,"Shedd ","","Upper Willamette","OR","","","","Oregon Parks and Recreation Dept ","","","","","70","11/10/2017","",""
"905","OR-037","","Corral Creek Dam","This dam had fallen into disrepair and could no longer serve its purpose. ","2013",45.17544,-122.506,"Sherwood","Corral Creek","Molalla-Pudding","OR","4","35","1945","","Irrigation diversion","Concrete","","","3","11/10/2017","",""
"906","OR-038","","Cox Creek Dam ","This project was a collaboration between the Calapooia Watershed Council, City of Albany and the industrial landowner. ","2013",44.64355,-123.072,"Albany","Cox Creek","Upper Willamette","OR","6","120","1932","Nebergall Meat Packing Plant","","Concrete","","","< 1 mile","11/10/2017","",""
"907","OR-039","","Hamby Dam ","","2013",45.4691,-118.858,"Pilot Rock","Birch Creek","Umatilla","OR","","","","","Irrigation diversion","Concrete","","","35 (additional 34+ historical miles above other barriers)","11/10/2017","",""
"908","OR-040","","Sandy River Delta Dam ","The Oregon Game Commission built this dam in a misguided attempt to improve fish runs in the Sandy River, a tributary of the Columbia. Its construction resulted in summer ponding and increased stranding and death for juvenile salmonids. The dam was removed by the Army Corp of Engineers and the Portland Water Bureau, providing yearlong access during to the Sandy River through a variety of flow conditions.","2013",45.55352,-122.378,"Troutdale","Sandy River","Lower Columbia-Sandy","OR","8","750","1930","Oregon State Game Commission (now Oregon Department of Fish and Wildlife)","Originally intended to improve fish habitat","Timber piles, with boulders and gravel ","","",">1","11/10/2017","",""
"909","OR-041","","Stearns Dam","","2013",44.20394,-120.875,"Prineville","Crooked River","Lower Crooked","OR","6","150","1934","","Irrigation diversion","Concrete","","","12","11/10/2017","",""
"910","OR-042","","Tokay Canal Dam ","The canal, which brings Rogue River Water to the Grants Pass Irrigation District, was buried underneath Jones Creek which allowed for the removal of the dam. The project included stream channel restoration and connected 2.6 miles of spawning and rearing habitat for steelhead and coho salmon. Jones Creek is considered the most important producer of summer steelhead on the Middle Rogue. ","2013",42.4431,-123.286,"Grants Pass","Jones Creek","Middle Rogue","OR","8","32","","","Irrigation diversion/canal","Concrete","","","2.6","11/10/2017","",""
"911","OR-043","","Wright Dam","","2013",45.5758,-121.237,"The Dalles","Mill Creek","Middle Columbia-Hood","OR","4","65","","","Irrigation diversion","Concrete","","","~14 (additional 20 + miles historical habitat above other barriers)","11/10/2017","",""
"912","OR-044","","Zell Dam","","2013",45.90259,-118.358,"Milton-Freewater","Walla Walla","Walla Walla","OR","3","60","","","Irrigation diversion","Rock push-up","","","49","11/10/2017","",""
"913","OR-045","","Hoeft Dam","","2014",45.50523,-118.82,"Pilot Rock","Birch Creek","Umatilla","OR","5","","","","Irrigation","Concrete","","","66","11/10/2017","",""
"914","OR-046","","Pine Meadow Ranch Dam ","This dam is also known as the Sokol Dam.","2014",44.26825,-121.558,"Sisters ","Whychus Creek","Upper Deschutes","OR","6","","Late 1980s (replaced earthen structures from 1800s)","Pine Meadow Ranch","Irrigation","Concrete","","","18","11/10/2017","",""
"915","OR-047","OR02213","Little Sandy River Dam","Portland General Electric’s Little Sandy River Dam was removed in 2008 as part of the effort to close the Bull Run hydropower operation, which included the Marmot and Little Sandy dams and related equipment. The company chose to use other power sources, given the expense of maintaining aging equipment and making costly fish passage upgrades. ","2008",45.41476,-122.178,"Clackamas County","Little Sandy River","Lower Columbia-Sandy","OR","16","","","Portland General Electric","Hydropower","","","","","11/10/2017","",""
"916","OR-048","","Hogan Cedars Dam","","2001",45.477467,-122.410543,"Gresham","Johnson Creek","Lower Willamette","OR","4","","","","","","","","","11/10/2017","",""
"917","OR-049","","Canyon Creek Meadows Dam","","2015",44.2368,-118.7719,"John Day/Grant County","Canyon Creek","Upper John Day","OR","53","165","1963","OR Dept of Fish and Wildlife","Recreation","Earthen","","","<1","11/10/2017","",""
"918","OR-050","","Fielder Dam","","2015",42.4756,-123.1825,"City of Rogue River/Jackson County","Evans Creek","Middle Rogue","OR","20","215","1934","Private","Irrigation","Concrete","","","70","11/10/2017","",""
"919","OR-051","","Wimer Dam","","2015",42.5453,-123.1316,"City of Rogue River/Jackson County","Evans Creek","Middle Rogue","OR","20","65","1930","Private","Irrigation","Concrete","","","70","11/10/2017","",""
"920","OR-052","","Odell Dam","","2016",45.650955,-121.542716,"Hood River County","Hood River","Lower Columbia-Sandy","OR","12","30","1983","","Microhydro electricity generating facility","Concrete","","","2","11/10/2017","",""
"921","OR-053","","Million Irrigation Ditch Dam","The project was designed to remove large sediment deposits under the Water Street Bridge and increase the flow velocity through 450 feet of stream by removing a small irrigation dam and building a series of rock vanes. The overall focus was to narrow the stream and increase the elevation gradient. The reconstructed channel increased flow velocities, thereby minimizing deposition under the bridge.","2012",42.199398,-122.714438,"Ashland","Ashland Creek","","OR","","","","","Irrigation","","","","","11/10/2017","",""
"922","OR-054","","Dillon Diversion Dam ","","2017",45.758197,-119.215925,"Pendleton","Umatilla River","Umatilla","OR","16","200","1915","Dillon Irrigation Company","","","","","","2/8/2018","",""
"923","OR-055","","Beeson-Robinson Diversion Dam","The Rogue River Watershed Council will remove the Beeson-Robison dam and replace it with a re-profiled stream channel with a 5% gradient over 115 feet. This engineered stream channel design will result in 7 jump pools made up of large boulders and “engineered streambed material”, gravels and cobbles that are compacted by heavy equipment so that the water flows on top of the material and mimics the pool that is created behind the dam each irrigation season. A new concrete diversion headworks and gate will be installed at the upstream end of the re-profiled stream channel to permit irrigation water diversion.","2017",42.227532,-122.793312,"Talent","Wagner Creek","Middle Rogue","OR","5.5","","","Bigelow Family Trust","Irrigation","Concrete with wood baffles","","","","2/12/2018","",""
"924","OR-056","","C-2 Meyers 1","","2018",42.451,-122.628,"Eagle Point","Salt Creek (Little Butte Creek)","Chetco ","OR","3","9","","","Irrigation/Water diversion","Push-up dam (rocks, tarps)","","","0.2","2/5/2019","",""
"925","OR-057","","C-2 Meyers 2","","2018",42.545,-122.626,"Eagle Point","Salt Creek (Little Butte Creek)","Illinois ","OR","2.5","6","","","Irrigation/Water diversion","Push-up dam (rocks, tarps)","","","0.4","2/5/2019","",""
"926","OR-058","","Forest Creek Dam","","2018",42.242488,-123.035972,"Ruch OR RM 2","Forest Creek","Klamath ","OR","8","20","1950s","","Water diversion for mill ponds and a bridge","Concrete","","","","2/5/2019","",""
"927","OR-059","","Hartman Ditch Dam","","2018",42.301181,-123.131967," Applegate","Humbug Creek","Klamath ","OR","","","","","Irrigation","","","","0.4","2/5/2019","",""
"928","OR-060","","Jamison Dam","","2018",42.18918,-123.211249," Applegate","Jamison Creek","Klamath ","OR","","","","","Irrigation","","","","1.3","2/5/2019","",""
"929","PA-001","","Diverting Dam","","",41.24214,-75.971385,"Plymouth","Coal Creek","Upper Susquehanna-Lackawanna","PA","8","55","","","","","","","","11/10/2017","",""
"930","PA-002","","Amish Dam","","",NA,NA,"","Muddy Creek","","PA","3","40","","","","","","","","11/10/2017","",""
"931","PA-003","","Crystal Springs Dam","","",39.9318,-75.9145,"Parkesburg","Birch Run","Brandywine-Christina","PA","","","","","","","","","","11/10/2017","",""
"932","PA-004","","Lower Friendship Dam","","1982",NA,NA,"","","","PA","30","","","","","","","","","11/10/2017","",""
"933","PA-005","","Upper Friendship Dam","","1982",NA,NA,"","","","PA","12","","","","","","","","","11/10/2017","",""
"934","PA-006","","Lemon House Pond Dam","","1984",NA,NA,"","","","PA","15","","","","","","","","","11/10/2017","",""
"935","PA-007","","No Name Dam at Peace Light Inn","","1991",NA,NA,"","","","PA","7","","","","","","","","","11/10/2017","",""
"936","PA-008","","Van Horn Dam #1","","1991",NA,NA,"Upper and Lower Makefield Townships","","","PA","8","","","","","","","","","11/10/2017","",""
"937","PA-009","","Van Horn Dam #5","","1991",NA,NA,"Upper and Lower Makefield Townships","","","PA","12","","","","","","","","","11/10/2017","",""
"938","PA-010","","Mussers Dam","","1992",40.76715,-76.8726,"","Middle Creek","Lower Susquehanna-Penns","PA","31","384","","","","","","","","11/10/2017","",""
"939","PA-011","","Butterfield Pond Dam","","1992",NA,NA,"","","","PA","13","","","","","","","","","11/10/2017","",""
"940","PA-012","","Coal Creek Dam #2","","1995",41.24205,-75.9713,"Plymouth","Coal Creek","Upper Susquehanna-Lackawanna","PA","23","116","","","","","","","","11/10/2017","",""
"941","PA-013","","Coal Creek Dam #3","","1995",41.24418,-75.9737,"Plymouth","Coal Creek","Upper Susquehanna-Lackawanna","PA","24","","","","","","","","","11/10/2017","",""
"942","PA-014","","Coal Creek Dam #4","","1995",41.25113,-75.9745,"Plymouth","Coal Creek","Upper Susquehanna-Lackawanna","PA","14","356","","","","","","","","11/10/2017","",""
"943","PA-015","PA01053","Maple Hollow Reservoir Dam (Ducansville Reservoir)","","1995",40.43987,-78.4868,"Duncansville","Gillians Run","Upper Juniata","PA","22","192","","","","","","","","11/10/2017","",""
"944","PA-016","","Niederriter Farm Pond Dam","","1995",NA,NA,"","Mill Creek","","PA","21","350","","","","","","","","11/10/2017","",""
"945","PA-017","","Williamsburg Station Dam","","1996",40.47158,-78.2082,"Williamsburg","Frankstown Branch Juniata River","Upper Juniata","PA","13","260","","","","","","","","11/10/2017","",""
"946","PA-018","","Red Run Dam","","1996",NA,NA,"","Red Run","","PA","7","40","","","","","","","","11/10/2017","",""
"947","PA-019","PA00040","Pomeroy Memorial Dam","","1996",41.78668,-76.8214,"Troy  ","West Branch Sugar Creek","Upper Susquehanna-Tunkhannock","PA","24","442","","","","","","","","11/10/2017","",""
"948","PA-020","","Yorkane Dam","","1997",NA,NA,"","Codorus River (tributary)","","PA","","","","","","","","","","11/10/2017","",""
"949","PA-021","","Snavely's Mill Dam","","1997",40.13197,-76.4054,"Manheim","Chiques Creek","Lower Susquehanna","PA","3","106","","","","","","","","11/10/2017","",""
"950","PA-022","","Maple Grove Dam","","1997",NA,NA,"","Little Conestoga River","","PA","6","60","","","","","","","","11/10/2017","",""
"951","PA-023","","Yorktowne Paper Dam","","1997",39.982558,-76.722213,"York","Mill Creek","Lower Susquehanna","PA","5","60","","","","","","","","11/10/2017","",""
"952","PA-024","","Castle Fin Dam","","1997",39.76665,-76.3266,"","Muddy Creek","Lower Susquehanna","PA","5","383","","","","","","","","11/10/2017","",""
"953","PA-025","","Clear Shade Creek Reservoir Dam","","1998",40.14965,-78.7824,"Shade Township","Clear Shade Creek","Conemaugh","PA","14","190","","","","","","","","11/10/2017","",""
"954","PA-026","","American Paper Products Dam","","1998",40.07913,-76.2596,"Landcaster","Conestoga River","Lower Susquehanna","PA","4","130","","","","","","","","11/10/2017","",""
"955","PA-027","","Rose Hill Intake Dam","","1998",40.51592,-78.3606,"Altoona","Kettle Creek","Upper Juniata","PA","12","150","","","","","","","","11/10/2017","",""
"956","PA-028","","Unnamed Dam","","1998",40.64343,-77.5787,"Mifflin County","Kishacoquillas Creek","Crosswicks-Neshaminy","PA","9","175","","","","","","","","11/10/2017","",""
"957","PA-029","","Unnamed Dam","","1998",NA,NA,"","Laural Run","Crosswicks-Neshaminy","PA","5","50","","","","","","","","11/10/2017","",""
"958","PA-030","","Mill Port Conservancy Dam","","1998",40.13756,-76.2583,"Leola","Lititz Run","Lower Susquehanna","PA","10","10","","","","","","","","11/10/2017","",""
"959","PA-031","","Unnamed Dam","","1998",NA,NA,"","Lititz Run","Crosswicks-Neshaminy","PA","4","10","","","","","","","","11/10/2017","",""
"960","PA-032","","East Petersburg Authority Dam","","1998",NA,NA,"","Little Conestoga River","","PA","4","20","","","","","","","","11/10/2017","",""
"961","PA-033","","Cabin Hill Dam","","1998",40.93975,-77.7883,"Milesburg","Spring Creek","Bald Eagle","PA","","","","","","","","","","11/10/2017","",""
"962","PA-034","","Unnamed Dam","","1998",NA,NA,"","Tinicum Creek Tributary","Crosswicks-Neshaminy","PA","6","40","","","","","","","","11/10/2017","",""
"963","PA-035","","Rock Hill Dam","","1999",39.96293,-76.3653,"Millersville","Conestoga River","Lower Susquehanna","PA","13","300","","","","","","","","11/10/2017","",""
"964","PA-036","","Unnamed Dam","","2000",41.43306,-78.7363,"Ridgway","Clarion River","Crosswicks-Neshaminy","PA","","","","","","","","","","11/10/2017","",""
"965","PA-037","","Martins Dam","This dam was removed in 2000 because Ephrata Township and the owner wanted to eliminate a public safety hazard (the dam was adjacent to a new housing development).  The total cost of $20,000 covers the removal by mechanical separation and riparian restoration work.  Due to blockages to fish migration downstream, no miles were opened to migratory fishes.","2000",40.19408,-76.1642,"Ephrata","Cocalico Creek","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"966","PA-038","","Muren's (Seitzville Mill) Dam","This removal is part of larger effort to restore the South Branch of Codorus Creek.","2000",39.82928,-76.7619,"Seven Valleys","South Branch Codorus Creek","Lower Susquehanna","PA","12","100","","","","","","","","11/10/2017","",""
"967","PA-039","","Henry Eby Dam","","2000",40.1533,-76.1275,"Ephrata","Conestoga River","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"968","PA-040","","Hinkletown Mill Dam","Because several dams exist downstream, no river miles were opened for migratory fish, but advantages to the removal include stream habitat and ecosystem restoration and enhanced public safety.  A study done by Pennsylvania State University since the removal has shown that the natural river now supports more diversity and higher populations of aquatic life than in the man-made mill pool.  The benthic macroinvertebrate community found in the riffles after removal includes more families than the samples taken from the pool areas created by the dam before its removal. ","2000",40.15313,-76.1282,"Ephrata","Conestoga River","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"969","PA-041","","Findley Run Dam","","2000",40.4211,-78.9723,"East Wheatfield","Findley Run","Conemaugh","PA","","","","","","","","","","11/10/2017","",""
"970","PA-042","","Wild Lands Conservancy Dam","This dam was removed in summer 2000 as part of a stream restoration demonstration project.  Since removal, the fish passage has been restored and substrate conditions have improved, becoming a hard gravel, cobble substrate rather than a thick layer of silt.  Habitat for the macroinvertebrate community has also increased.  The quality of the natural fishery has improved and summer floaters face fewer obstructions as they move downstream, as well.","2000",40.54164,-75.5113,"Emmaus","Little Lehigh Creek","Lehigh","PA","5","75","","","","","","","","11/10/2017","",""
"971","PA-043","","Unnamed Dam","","2000",40.24628,-75.6565,"Pottstown","Manatawny Creek","Crosswicks-Neshaminy","PA","","","","","","","","","","11/10/2017","",""
"972","PA-044","","Franklin Mill Dam","Penn State is conducting monitoring fish and aquatic macroinvertebrate populations to document changes in diversity and relative abundance in response to removal of the dam at the site.  
","2000",40.7843,-77.046,"Middleburg","Middle Creek","Lower Susquehanna-Penns","PA","","","","","","","","","40","11/10/2017","",""
"973","PA-045","","Amish Dam #1","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served this purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in summer 2001. ","2000",40.16125,-76.1083,"Ephrata","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"974","PA-046","","Amish Dam #2","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served this purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in summer 2001. ","2000",40.16475,-76.11,"Ephrata","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"975","PA-047","","Amish Dam #3","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served this purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in summer 2001. ","2000",40.17235,-76.1047,"Ephrata","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"976","PA-048","","Amish Dam #4","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served this purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in summer 2001. ","2000",40.17445,-76.0794,"New Holland","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"977","PA-049","","Welfare Dam","","2000",41.33534,-77.7289,"Renovo","Paddy Run","Middle West Branch Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"978","PA-050","","Barnitz Mill Dam","","2000",40.12338,-77.2213,"Carlisle","Yellow Breeches Creek","Lower Susquehanna-Swatara","PA","","","","Dickenson Township","","","","","","11/10/2017","",""
"979","PA-051","","Cedar Ck Dam #1","","2001",40.57731,-75.5391,"Allentown","Cedar Creek","Lehigh","PA","","","","","","","","","","11/10/2017","",""
"980","PA-052","","Dorney Park Dam","","2001",40.57907,-75.5355,"Allentown","Cedar Creek","Lehigh","PA","","","","","","","","","","11/10/2017","",""
"981","PA-053","","Good Hope Mill Dam","This project includes a multi-year study of physical, chemical, and biological parameters and extensive riparian restoration that is currently underway by Pennsylvania State University and the U.S. Geological Survey.  The total project cost including removal, riparian restoration, public outreach and education, and monitoring is estimated at $300,000.  ","2001",40.26249,-76.9788,"Hampden","Conodoguinet Creek","Lower Susquehanna-Swatara","PA","8","","","","","","","","22.2","11/10/2017","",""
"982","PA-054","","Rexmont Dam #1","","2001",40.2793,-76.3578,"Lebanon","Hammer Creek","Lower Susquehanna","PA","","","","City of Lebanon","","","","","","11/10/2017","",""
"983","PA-055","","Hammer Creek Dam","Before removal, people were often seen walking on this dam, which was very slippery and had a 6-foot deep pool with hydraulic activity below.  Unfortunately the sediment dispersal was not managed correctly during the removal process, and as a result negative impacts have occurred to downstream habitat.  Officials are studying the effect dam removal had on the macroinvertebrate community and on fluvial geomorphologic processes in order to determine how the ecology of the stream has changed.  Immediate impacts include channel adjustment in the reservoir area and the movement of sediment downstream that has filled in pools that typically provide deep-water habitat for trout.  Early study results show depressed macroinvertebrate populations and some soil erosion due to movement of sediment.  However, at the site of the former reservoir, gravel substrate and riffles have begun to appear, indicating that the impacts may be short-term.","2001",40.24223,-76.3361,"Lititz","Hammer Creek","Lower Susquehanna","PA","8","","","","","","","","","11/10/2017","",""
"984","PA-056","","Unnamed Dam #1","","2001",40.01136,-76.0624,"Kinzers","Houston Run","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"985","PA-057","","Unnamed Dam #2","","2001",40.01085,-76.0964,"Paradise","Pequea Creek","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"986","PA-058","","Laurel Run Reservoir Dam","This high hazard dam is being removed to improve public safety and liability concerns. The area is currently used as a recreational area and dumping grounds.  The site is extremely dangerous for users, due to the dam height and other site conditions. The removal will provide an opportunity for aquatic and significant riparian restoration.","2001",41.38269,-78.552,"St Marys","Laurel Run","Clarion","PA","37","","","","","","","","","11/10/2017","",""
